seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce seaIce 
seaIce seaIce coast coast seaIce coast tundra coast seaIce seaIce coast coast coast tundra tundra tundra tundra tundra tundra coast seaIce seaIce seaIce seaIce tundra tundra tundra tundra tundra hills tundra tundra tundra tundra tundra tundra tundra trees trees tundra tundra tundra tundra tundra trees tundra trees tundra coast seaIce tundra seaIce seaIce coast tundra coast coast tundra coast tundra tundra trees hills hills forest forest trees tundra tundra tundra seaIce seaIce tundra coast tundra coast coast coast tundra tundra trees trees trees tundra tundra trees tundra trees tundra tundra tundra trees tundra coast coast coast tundra tundra tundra seaIce seaIce seaIce seaIce seaIce coast coast coast coast tundra tundra tundra trees tundra trees trees forest hills tundra coast seaIce tundra tundra tundra tundra tundra tundra trees trees tundra trees trees hills hills forest forest trees hills forest trees forest forest trees trees forest trees tundra tundra tundra trees forest forest hills tundra coast seaIce seaIce tundra coast coast tundra coast seaIce seaIce coast tundra tundra seaIce seaIce coast seaIce seaIce seaIce seaIce seaIce seaIce seaIce coast coast tundra coast coast tundra trees trees trees forest trees tundra tundra trees trees tundra tundra hills tundra coast seaIce seaIce seaIce seaIce 

seaIce coast coast tundra seaIce coast coast coast tundra coast tundra coast tundra tundra trees tundra tundra tundra tundra tundra seaIce seaIce seaIce tundra trees tundra trees tundra trees forest trees tundra trees trees trees tundra trees forest trees hills tundra tundra trees trees hills trees tundra coast coast seaIce seaIce seaIce seaIce coast tundra tundra tundra hills tundra trees trees trees forest forest forest hills trees trees tundra coast seaIce seaIce tundra coast coast coast coast tundra tundra trees tundra trees trees trees hills trees tundra tundra tundra tundra trees tundra tundra tundra tundra tundra tundra tundra tundra tundra seaIce seaIce tundra seaIce tundra tundra tundra coast tundra tundra tundra tundra tundra trees tundra trees trees tundra tundra tundra trees tundra tundra trees trees hills trees tundra hills forest forest forest trees hills forest forest trees forest forest trees trees tundra trees trees tundra tundra tundra trees trees forest forest hills trees tundra tundra seaIce seaIce seaIce coast tundra coast seaIce seaIce coast tundra trees tundra tundra coast seaIce seaIce coast seaIce seaIce seaIce seaIce seaIce tundra seaIce coast tundra hills trees forest forest forest hills tundra tundra tundra tundra trees tundra trees tundra tundra seaIce seaIce seaIce seaIce 

seaIce seaIce tundra tundra seaIce coast coast tundra tundra tundra trees tundra tundra tundra tundra tundra tundra tundra tundra tundra seaIce tundra tundra hills forest trees trees tundra trees forest trees hills forest forest hills tundra trees forest trees forest hills trees forest trees forest trees trees tundra coast seaIce tundra tundra coast tundra tundra tundra trees forest trees trees tundra tundra hills hills forest forest trees tundra hills tundra seaIce seaIce coast tundra tundra tundra tundra tundra trees trees tundra trees hills trees forest trees tundra tundra tundra tundra tundra tundra tundra tundra trees tundra trees trees tundra tundra seaIce tundra tundra coast tundra tundra tundra coast coast tundra hills trees tundra trees tundra tundra tundra tundra trees tundra trees trees trees trees hills forest forest trees tundra trees trees hills tundra trees trees trees forest forest forest hills tundra tundra trees tundra tundra trees hills hills forest trees forest hills tundra tundra tundra coast seaIce seaIce coast tundra tundra coast coast coast coast tundra coast coast seaIce seaIce tundra coast seaIce seaIce seaIce seaIce tundra coast coast tundra trees forest forest trees trees trees tundra hills trees trees tundra hills tundra tundra coast coast seaIce tundra coast seaIce 

seaIce coast coast seaIce seaIce tundra coast coast tundra tundra trees tundra tundra tundra trees tundra tundra trees tundra tundra tundra tundra trees tundra trees trees trees tundra tundra trees hills forest forest trees trees hills tundra trees trees forest forest forest trees trees forest hills tundra tundra coast tundra coast coast seaIce tundra tundra trees trees forest forest forest trees tundra trees trees trees forest hills tundra tundra tundra coast coast tundra hills trees trees tundra trees trees tundra tundra trees forest hills trees tundra tundra tundra tundra tundra tundra trees tundra tundra trees tundra tundra tundra tundra coast coast seaIce coast coast coast tundra tundra tundra coast forest forest hills tundra trees trees trees trees hills forest trees trees forest trees tundra tundra trees forest trees trees forest forest trees tundra trees hills forest forest trees forest hills tundra tundra tundra tundra trees tundra hills forest forest trees trees tundra tundra tundra tundra coast coast coast coast tundra tundra tundra tundra tundra coast coast tundra tundra tundra tundra tundra seaIce seaIce seaIce seaIce coast tundra seaIce tundra trees trees forest trees forest trees trees trees forest trees forest trees forest trees tundra tundra coast tundra tundra seaIce seaIce 

seaIce seaIce seaIce seaIce coast tundra tundra tundra tundra tundra tundra trees trees tundra tundra tundra tundra trees tundra tundra tundra trees trees trees trees tundra trees tundra tundra tundra hills forest trees tundra tundra hills hills hills trees trees trees forest hills trees trees tundra tundra tundra tundra tundra tundra coast coast coast tundra trees tundra trees hills forest trees tundra tundra tundra tundra trees hills tundra trees tundra coast tundra trees forest forest hills tundra tundra tundra trees trees tundra trees trees trees tundra tundra tundra hills tundra tundra tundra trees trees hills trees tundra tundra trees tundra coast seaIce coast tundra tundra tundra tundra hills forest forest trees trees tundra trees tundra tundra tundra trees trees tundra tundra trees trees tundra trees trees forest forest trees trees trees forest trees trees tundra trees trees forest forest hills trees trees trees tundra tundra tundra hills forest trees forest forest hills tundra tundra tundra tundra coast coast tundra trees tundra hills tundra coast coast tundra tundra coast coast coast seaIce seaIce seaIce tundra tundra seaIce seaIce seaIce tundra hills forest trees forest forest trees trees hills trees tundra trees forest trees tundra coast coast seaIce tundra tundra coast seaIce 

seaIce seaIce seaIce seaIce coast coast tundra tundra tundra tundra trees tundra tundra trees tundra tundra tundra tundra tundra tundra tundra trees trees hills forest trees trees hills trees tundra trees trees trees tundra hills forest forest forest trees forest forest forest trees forest hills tundra tundra hills tundra trees tundra tundra tundra tundra tundra trees tundra tundra tundra hills tundra trees tundra tundra hills hills forest hills tundra coast coast tundra trees trees trees tundra trees tundra tundra trees trees trees forest trees tundra tundra trees tundra tundra tundra tundra tundra tundra trees hills tundra tundra tundra tundra tundra coast seaIce seaIce seaIce coast tundra trees forest forest trees tundra trees tundra trees tundra tundra trees tundra tundra trees tundra trees forest trees tundra trees trees trees trees trees tundra trees trees tundra tundra tundra trees forest trees trees trees trees tundra trees tundra tundra hills forest hills trees trees tundra tundra tundra tundra hills tundra tundra hills trees tundra tundra trees tundra tundra coast seaIce seaIce seaIce seaIce seaIce tundra tundra tundra tundra tundra tundra tundra trees trees trees trees trees trees trees forest forest trees trees tundra trees forest trees tundra seaIce seaIce tundra coast coast seaIce 

seaIce seaIce seaIce coast tundra coast coast tundra tundra tundra tundra tundra trees tundra tundra hills tundra tundra tundra tundra tundra tundra tundra trees trees hills forest forest forest trees trees tundra trees trees tundra trees trees trees tundra hills trees forest trees forest forest trees tundra tundra trees trees tundra trees tundra tundra trees trees tundra tundra trees tundra trees trees tundra trees tundra tundra trees tundra tundra tundra tundra trees trees forest trees trees tundra hills trees tundra trees trees trees tundra tundra hills hills hills trees tundra tundra tundra tundra tundra hills tundra trees trees tundra tundra coast seaIce coast seaIce coast tundra trees trees forest forest trees trees tundra tundra tundra tundra tundra hills tundra tundra hills tundra trees trees tundra tundra trees trees trees tundra trees forest trees tundra tundra trees trees forest trees trees forest trees tundra trees trees tundra tundra trees tundra trees forest hills trees trees trees hills trees trees forest hills tundra trees tundra tundra tundra coast seaIce seaIce seaIce seaIce tundra tundra tundra seaIce seaIce seaIce coast tundra trees tundra tundra tundra tundra trees forest trees forest trees forest trees trees forest hills tundra seaIce seaIce coast tundra coast seaIce 

seaIce seaIce seaIce tundra tundra tundra tundra tundra tundra tundra tundra tundra tundra tundra tundra tundra coast tundra tundra tundra coast seaIce tundra trees forest trees forest trees trees tundra tundra tundra tundra trees hills trees tundra tundra tundra trees trees trees forest forest trees trees trees tundra trees forest trees trees tundra trees forest trees tundra tundra tundra tundra tundra hills hills trees tundra trees trees tundra tundra hills tundra trees trees forest trees tundra trees forest hills trees trees trees tundra tundra trees tundra hills hills hills tundra trees trees hills hills forest trees trees tundra tundra tundra tundra tundra tundra tundra tundra tundra trees tundra trees trees tundra tundra hills tundra tundra tundra tundra hills hills tundra tundra tundra trees trees trees tundra trees trees tundra tundra trees trees forest trees trees tundra trees trees trees tundra trees tundra tundra tundra tundra trees trees trees trees tundra trees tundra tundra trees trees forest forest hills hills tundra trees trees tundra trees tundra seaIce seaIce tundra coast seaIce seaIce coast seaIce coast seaIce tundra tundra tundra trees tundra tundra tundra tundra tundra trees tundra forest forest trees trees trees trees tundra tundra tundra coast tundra tundra coast seaIce 

seaIce coast tundra tundra tundra tundra tundra tundra hills tundra tundra tundra tundra tundra tundra coast seaIce seaIce seaIce tundra seaIce seaIce tundra trees forest forest trees trees trees tundra trees trees tundra trees forest trees tundra tundra trees trees tundra tundra hills trees tundra tundra tundra trees tundra trees forest trees tundra trees hills tundra tundra tundra tundra trees hills forest forest forest trees forest hills trees trees tundra trees forest forest trees trees trees trees forest forest forest hills trees tundra tundra tundra hills forest forest forest hills tundra tundra hills hills forest forest forest trees tundra hills trees trees hills tundra tundra hills tundra tundra hills forest trees trees forest hills hills hills hills forest forest hills tundra hills forest trees trees trees forest trees tundra trees forest forest trees forest forest trees trees forest forest trees hills hills trees trees tundra trees forest forest hills trees forest trees trees forest forest forest trees tundra tundra trees tundra trees tundra tundra tundra tundra tundra seaIce tundra seaIce seaIce seaIce seaIce coast seaIce seaIce tundra tundra tundra tundra tundra tundra trees trees tundra tundra trees trees tundra trees forest forest trees tundra tundra tundra tundra tundra coast seaIce 

seaIce coast coast tundra tundra tundra tundra tundra tundra trees trees tundra tundra tundra coast coast seaIce seaIce seaIce seaIce seaIce tundra tundra hills forest trees trees hills hills hills hills hills trees trees forest trees tundra hills tundra hills trees tundra tundra tundra tundra tundra tundra tundra trees trees trees trees trees trees tundra tundra tundra tundra tundra trees forest forest forest forest trees trees trees trees hills trees trees forest trees tundra trees tundra trees trees forest trees tundra trees tundra trees trees trees trees trees trees trees tundra tundra trees trees trees trees forest forest trees forest forest forest forest trees tundra hills tundra trees trees trees trees tundra trees tundra tundra tundra tundra trees trees tundra tundra hills forest forest forest forest forest trees tundra trees trees forest trees forest trees forest trees forest trees trees forest forest forest forest hills trees forest trees tundra trees trees tundra trees trees trees trees trees tundra tundra trees tundra hills hills tundra hills tundra tundra seaIce coast seaIce seaIce seaIce seaIce coast tundra coast tundra coast tundra tundra tundra trees trees trees tundra trees tundra trees trees trees forest trees tundra tundra seaIce tundra tundra coast coast seaIce 

seaIce coast tundra tundra tundra tundra tundra trees tundra tundra trees trees tundra coast coast seaIce seaIce seaIce seaIce seaIce seaIce tundra trees hills forest trees trees forest forest forest forest forest trees trees trees tundra tundra tundra hills forest hills hills hills tundra tundra tundra trees trees tundra tundra tundra tundra trees tundra trees tundra tundra tundra hills forest forest trees trees forest trees tundra trees trees forest trees forest trees tundra tundra trees trees trees tundra hills tundra tundra trees trees trees hills trees forest hills tundra tundra tundra tundra tundra tundra tundra trees trees trees trees forest forest forest forest forest trees forest trees forest trees tundra trees trees trees trees trees trees hills trees trees trees tundra trees trees trees trees forest trees trees tundra tundra trees forest forest forest trees forest forest trees tundra trees forest trees trees forest forest forest forest hills tundra tundra tundra tundra tundra trees trees tundra trees tundra tundra trees trees forest hills trees forest trees tundra seaIce seaIce seaIce seaIce seaIce seaIce coast tundra coast coast seaIce tundra tundra tundra tundra tundra tundra tundra trees tundra tundra trees forest trees tundra coast coast seaIce seaIce seaIce seaIce seaIce seaIce 

seaIce coast coast tundra tundra trees tundra tundra tundra tundra tundra tundra tundra tundra coast coast seaIce seaIce seaIce seaIce seaIce tundra tundra tundra trees forest trees forest forest trees trees trees tundra tundra tundra tundra trees trees tundra trees tundra trees tundra trees tundra tundra tundra tundra tundra tundra tundra tundra tundra tundra trees tundra trees hills hills forest trees tundra trees trees tundra hills tundra trees trees trees forest trees tundra trees trees forest trees tundra tundra trees tundra trees trees hills forest trees trees tundra tundra trees trees trees trees trees tundra trees trees tundra tundra trees forest forest forest trees trees forest hills trees tundra tundra tundra tundra hills hills trees forest forest hills tundra trees tundra tundra trees trees trees forest forest forest hills tundra trees forest trees trees forest forest trees tundra tundra hills forest trees trees trees forest forest trees tundra trees tundra tundra trees tundra tundra tundra tundra trees trees trees trees forest forest hills tundra trees tundra tundra coast seaIce seaIce seaIce seaIce tundra tundra tundra tundra coast seaIce tundra tundra tundra tundra trees tundra tundra tundra tundra tundra trees trees tundra coast coast coast coast seaIce seaIce seaIce seaIce seaIce 

seaIce seaIce coast coast coast tundra tundra coast coast tundra tundra tundra trees tundra tundra coast seaIce coast coast coast seaIce seaIce coast tundra trees trees trees trees trees tundra tundra trees tundra trees trees trees forest trees trees trees trees tundra trees forest trees tundra tundra trees trees tundra tundra tundra tundra tundra tundra tundra tundra tundra tundra trees tundra tundra trees hills hills hills trees forest trees hills forest forest hills tundra hills forest forest trees tundra hills tundra tundra tundra tundra trees tundra trees tundra trees forest forest forest trees tundra tundra tundra trees trees tundra tundra trees trees trees trees hills forest hills trees tundra tundra trees tundra hills forest trees forest trees tundra trees tundra trees tundra tundra tundra hills forest forest trees trees tundra trees trees trees tundra trees hills tundra trees trees tundra trees forest trees trees trees forest trees tundra tundra tundra trees trees trees tundra tundra tundra tundra trees forest trees forest trees tundra tundra tundra tundra tundra tundra seaIce seaIce seaIce coast tundra tundra tundra tundra coast coast coast tundra tundra tundra tundra hills tundra trees trees tundra tundra trees tundra tundra tundra coast tundra tundra seaIce seaIce seaIce seaIce 

ocean ocean ocean ocean ocean coast coast coast grassland grassland grassland grassland trees grassland grassland grassland coast grassland grassland grassland coast ocean ocean coast grassland grassland grassland trees trees grassland grassland grassland hills hills forest trees forest forest trees trees grassland grassland trees trees grassland grassland trees trees grassland grassland trees trees trees trees grassland hills hills grassland hills forest hills trees forest forest forest forest forest deepWood forest forest forest trees hills grassland hills forest forest trees grassland grassland trees trees grassland grassland hills grassland trees grassland grassland trees trees forest hills grassland grassland grassland grassland trees trees trees forest trees grassland trees forest forest hills trees grassland trees trees trees forest forest trees forest trees trees forest trees trees grassland grassland trees grassland trees forest forest hills grassland grassland grassland hills hills grassland grassland grassland trees trees trees trees trees forest trees trees trees trees trees grassland grassland trees forest trees grassland trees trees trees forest forest trees forest trees trees trees trees trees grassland coast coast coast ocean ocean coast grassland grassland grassland coast grassland grassland coast grassland grassland grassland grassland hills grassland grassland grassland trees trees grassland grassland grassland coast coast coast ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean ocean coast grassland hills grassland grassland grassland grassland grassland grassland grassland coast coast ocean ocean ocean coast grassland trees hills hills grassland grassland trees trees forest forest trees grassland trees forest trees trees trees trees trees forest trees grassland trees forest trees trees trees forest forest trees trees grassland grassland grassland grassland trees grassland trees forest trees trees trees trees forest forest trees trees forest forest trees forest trees trees grassland grassland trees trees trees trees hills forest trees forest hills hills forest hills trees grassland grassland grassland grassland trees trees trees trees trees grassland grassland trees forest trees forest forest hills hills hills hills hills trees grassland trees trees trees forest trees grassland trees grassland trees grassland trees forest trees grassland grassland trees trees forest forest trees grassland grassland trees grassland grassland grassland grassland trees trees forest forest forest trees trees grassland grassland trees trees trees forest trees trees trees trees forest trees grassland grassland trees grassland trees grassland grassland grassland coast ocean coast grassland grassland grassland grassland grassland grassland coast ocean coast coast grassland grassland grassland grassland grassland trees grassland trees grassland coast coast coast ocean ocean ocean ocean ocean ocean 

ocean ocean ocean ocean ocean ocean ocean coast grassland grassland grassland coast coast grassland coast coast grassland grassland grassland grassland coast coast coast grassland hills trees forest forest trees trees forest trees forest trees hills hills forest trees grassland grassland trees forest hills trees grassland grassland trees forest trees trees trees hills trees forest trees grassland trees trees grassland trees trees forest trees forest trees trees trees trees trees trees trees trees trees forest forest trees grassland grassland grassland grassland grassland trees trees grassland trees trees trees forest forest trees grassland trees grassland grassland grassland grassland grassland trees grassland trees forest hills grassland trees trees grassland trees trees grassland grassland grassland trees grassland trees grassland trees trees forest forest forest trees trees grassland trees hills trees forest forest hills grassland grassland grassland trees forest forest trees trees forest trees grassland grassland grassland grassland grassland hills trees forest forest trees grassland hills trees grassland grassland trees trees grassland trees trees forest trees grassland hills trees grassland grassland grassland grassland coast coast ocean coast coast grassland trees grassland grassland coast ocean ocean coast grassland grassland trees grassland grassland grassland grassland grassland grassland trees grassland grassland grassland coast ocean ocean ocean ocean ocean 

